public_food_id_compound_id_name,compound_SMILES
FOOD00022 _ FDB003225 _ Spermine,NCCCNCCCCNCCCN
FOOD00022 _ FDB003513 _ Calcium,[Ca++]
FOOD00022 _ FDB003516 _ Chromium,[Cr]
FOOD00022 _ FDB003520 _ Phosphorus,P
FOOD00022 _ FDB003521 _ Potassium,[K+]
FOOD00022 _ FDB003523 _ Sodium,[Na]
FOOD00022 _ FDB003575 _ Boron,B
FOOD00022 _ FDB003581 _ Cobalt,[Co]
FOOD00022 _ FDB003582 _ Copper,[Cu]
FOOD00022 _ FDB003635 _ Iodine,II
FOOD00022 _ FDB003636 _ Manganese,[Mn]
FOOD00022 _ FDB003713 _ Silicon,[SiH4]
FOOD00022 _ FDB003717 _ Sulfur,[S]
FOOD00022 _ FDB003722 _ Tin,[SnH4]
FOOD00022 _ FDB008322 _ Pantothenic acid,CC(C)(CO)C(O)C(=O)NCCC(O)=O
FOOD00022 _ FDB009020 _ Betaine,C[N+](C)(C)CC([O-])=O
FOOD00022 _ FDB009721 _ Lignin,[Na+].[Na+].CC(=O)NC1=C2C(=O)C(=NNC3=CC=CC=C3)C(=CC2=C(C=C1)S([O-])(=O)=O)S([O-])(=O)=O
FOOD00022 _ FDB011856 _ L-Histidine,NC(CC1=CN=CN1)C(O)=O
FOOD00022 _ FDB011904 _ Quercetin,OC1=CC2=C(C(O)=C1)C(=O)C(O)=C(O2)C1=CC=C(O)C(O)=C1
FOOD00022 _ FDB011999 _ L-Threonine,C[C@@H](O)[C@H](N)C(O)=O
FOOD00022 _ FDB012039 _ Spermidine,NCCCCNCCCN
FOOD00022 _ FDB012160 _ Riboflavine,CC1=C(C)C=C2N(C[C@H](O)[C@H](O)[C@H](O)CO)C3=NC(=O)NC(=O)C3=NC2=C1
FOOD00022 _ FDB012397 _ L-Isoleucine,CCC(C)C(N)C(O)=O
FOOD00022 _ FDB012535 _ L-Glutamic acid,N[C@@H](CCC(O)=O)C(O)=O
FOOD00022 _ FDB012563 _ L-Cystine,NC(CSSCC(N)C(O)=O)C(O)=O
FOOD00022 _ FDB012567 _ L-Aspartic acid,N[C@@H](CC(O)=O)C(O)=O
FOOD00022 _ FDB012683 _ L-Methionine,CSCC[C@H](N)C(O)=O
FOOD00022 _ FDB012705 _ Scopoletin,COC1=C(O)C=C2OC(=O)C=CC2=C1
FOOD00022 _ FDB012739 _ L-Serine,NC(CO)C(O)=O
FOOD00022 _ FDB014510 _ Biotin,OC(=O)CCCCC1SCC2NC(=O)NC12
FOOD00022 _ FDB014613 _ beta-Carotene,C\C(\C=C\C=C(/C)\C=C\C1=C(C)CCCC1(C)C)=C/C=C/C=C(\C)/C=C/C=C(\C)/C=C/C1=C(C)CCCC1(C)C
FOOD00022 _ FDB016249 _ Chlorine,ClCl
FOOD00022 _ FDB016251 _ Iron,[Fe]
FOOD00023 _ FDB000446 _ L-Tyrosine,NC(CC1=CC=C(O)C=C1)C(O)=O
FOOD00023 _ FDB000474 _ L-Lysine,NCCCC[C@H](N)C(O)=O
FOOD00023 _ FDB000484 _ Glycine,NCC(O)=O
FOOD00023 _ FDB001014 _ Nicotinic acid,OC(=O)C1=CN=CC=C1
FOOD00023 _ FDB001112 _ Tartaric acid,O[C@H]([C@@H](O)C(O)=O)C(O)=O
FOOD00023 _ FDB001224 _ L-Ascorbic acid,[H][C@@]1(OC(=O)C(O)=C1O)[C@@H](O)CO
FOOD00023 _ FDB001931 _ Succinic acid,OC(=O)CCC(O)=O
FOOD00023 _ FDB001946 _ L-Leucine,CC(C)CC(N)C(O)=O
FOOD00023 _ FDB002250 _ L-Tryptophan,N[C@@H](CC1=CNC2=C1C=CC=C2)C(O)=O
FOOD00023 _ FDB002257 _ Arginine,N[C@@H](CCCNC(N)=N)C(O)=O
FOOD00023 _ FDB003291 _ Fumaric acid,OC(=O)\C=C/C(O)=O
FOOD00023 _ FDB003513 _ Calcium,[Ca++]
FOOD00023 _ FDB003520 _ Phosphorus,P
FOOD00023 _ FDB003521 _ Potassium,[K+]
FOOD00023 _ FDB003523 _ Sodium,[Na]
FOOD00023 _ FDB003570 _ Aluminum,[AlH3]
FOOD00023 _ FDB003575 _ Boron,B
FOOD00023 _ FDB003582 _ Copper,[Cu]
FOOD00023 _ FDB003636 _ Manganese,[Mn]
FOOD00023 _ FDB003717 _ Sulfur,[S]
FOOD00023 _ FDB003729 _ Zinc,[Zn]
FOOD00023 _ FDB008114 _ Malic acid,OC(CC(O)=O)C(O)=O
FOOD00023 _ FDB011856 _ L-Histidine,NC(CC1=CN=CN1)C(O)=O
FOOD00023 _ FDB011999 _ L-Threonine,C[C@@H](O)[C@H](N)C(O)=O
FOOD00023 _ FDB012160 _ Riboflavine,CC1=C(C)C=C2N(C[C@H](O)[C@H](O)[C@H](O)CO)C3=NC(=O)NC(=O)C3=NC2=C1
FOOD00023 _ FDB012397 _ L-Isoleucine,CCC(C)C(N)C(O)=O
FOOD00023 _ FDB012535 _ L-Glutamic acid,N[C@@H](CCC(O)=O)C(O)=O
FOOD00023 _ FDB012567 _ L-Aspartic acid,N[C@@H](CC(O)=O)C(O)=O
FOOD00023 _ FDB012683 _ L-Methionine,CSCC[C@H](N)C(O)=O
FOOD00023 _ FDB012739 _ L-Serine,NC(CO)C(O)=O
FOOD00023 _ FDB014613 _ beta-Carotene,C\C(\C=C\C=C(/C)\C=C\C1=C(C)CCCC1(C)C)=C/C=C/C=C(\C)/C=C/C=C(\C)/C=C/C1=C(C)CCCC1(C)C
FOOD00023 _ FDB016251 _ Iron,[Fe]
FOOD00024 _ FDB000446 _ L-Tyrosine,NC(CC1=CC=C(O)C=C1)C(O)=O
FOOD00024 _ FDB000474 _ L-Lysine,NCCCC[C@H](N)C(O)=O
FOOD00024 _ FDB000484 _ Glycine,NCC(O)=O
FOOD00024 _ FDB000556 _ L-Alanine,C[C@H](N)C(O)=O
FOOD00024 _ FDB000574 _ Pyridoxine,CC1=C(O)C(CO)=C(CO)C=N1
FOOD00024 _ FDB001014 _ Nicotinic acid,OC(=O)C1=CN=CC=C1
FOOD00024 _ FDB001224 _ L-Ascorbic acid,[H][C@@]1(OC(=O)C(O)=C1O)[C@@H](O)CO
FOOD00024 _ FDB001946 _ L-Leucine,CC(C)CC(N)C(O)=O
FOOD00024 _ FDB002250 _ L-Tryptophan,N[C@@H](CC1=CNC2=C1C=CC=C2)C(O)=O
FOOD00024 _ FDB002257 _ Arginine,N[C@@H](CCCNC(N)=N)C(O)=O
FOOD00024 _ FDB003513 _ Calcium,[Ca++]
FOOD00024 _ FDB003516 _ Chromium,[Cr]
FOOD00024 _ FDB003520 _ Phosphorus,P
FOOD00024 _ FDB003521 _ Potassium,[K+]
FOOD00024 _ FDB003523 _ Sodium,[Na]
FOOD00024 _ FDB003570 _ Aluminum,[AlH3]
FOOD00024 _ FDB003575 _ Boron,B
FOOD00024 _ FDB003581 _ Cobalt,[Co]
FOOD00024 _ FDB003582 _ Copper,[Cu]
FOOD00024 _ FDB003635 _ Iodine,II
FOOD00024 _ FDB003636 _ Manganese,[Mn]
FOOD00024 _ FDB003713 _ Silicon,[SiH4]
FOOD00024 _ FDB003722 _ Tin,[SnH4]
FOOD00024 _ FDB003729 _ Zinc,[Zn]
FOOD00024 _ FDB003763 _ Arsenic,[AsH3]
FOOD00024 _ FDB003766 _ Cadmium,[Cd]
FOOD00024 _ FDB003780 _ Mercury,[Hg]
FOOD00024 _ FDB003792 _ Vanadium,[V]
FOOD00024 _ FDB008322 _ Pantothenic acid,CC(C)(CO)C(O)C(=O)NCCC(O)=O
FOOD00024 _ FDB011856 _ L-Histidine,NC(CC1=CN=CN1)C(O)=O
FOOD00024 _ FDB011999 _ L-Threonine,C[C@@H](O)[C@H](N)C(O)=O
FOOD00024 _ FDB012160 _ Riboflavine,CC1=C(C)C=C2N(C[C@H](O)[C@H](O)[C@H](O)CO)C3=NC(=O)NC(=O)C3=NC2=C1
FOOD00024 _ FDB012397 _ L-Isoleucine,CCC(C)C(N)C(O)=O
FOOD00024 _ FDB012462 _ alpha-Linolenic acid,CC\C=C/C\C=C/C\C=C/CCCCCCCC(O)=O
FOOD00024 _ FDB012535 _ L-Glutamic acid,N[C@@H](CCC(O)=O)C(O)=O
FOOD00024 _ FDB012563 _ L-Cystine,NC(CSSCC(N)C(O)=O)C(O)=O
FOOD00024 _ FDB012567 _ L-Aspartic acid,N[C@@H](CC(O)=O)C(O)=O
FOOD00024 _ FDB012683 _ L-Methionine,CSCC[C@H](N)C(O)=O
FOOD00024 _ FDB012739 _ L-Serine,NC(CO)C(O)=O
"FOOD00024 _ FDB012760 _ (Z,Z)-9,12-Octadecadienoic acid",[H]\C(CCCCC)=C(/[H])C\C([H])=C(/[H])CCCCCCCC(O)=O
FOOD00024 _ FDB012858 _ Oleic acid,CCCCCCCC\C=C\CCCCCCCC(O)=O
FOOD00024 _ FDB013400 _ Selenium,[Se]
FOOD00024 _ FDB013444 _ Nickel,[Ni]
FOOD00024 _ FDB016249 _ Chlorine,ClCl
FOOD00024 _ FDB016251 _ Iron,[Fe]
FOOD00024 _ FDB019141 _ Phosphatidylcholine,CCCCCCCCCCCCCCCC(=O)OC[C@]([H])(COP([O-])(=O)OCC[N+](C)(C)C)OC(=O)CCCCCCC\C=C/CCCCCCCC
FOOD00026 _ FDB001014 _ Nicotinic acid,OC(=O)C1=CN=CC=C1
FOOD00026 _ FDB001111 _ Chinese tannin,OC1=CC(=CC(O)=C1O)C(=O)OC1=CC(=CC(O)=C1O)C(=O)OCC1OC(OC(=O)C2=CC(O)=C(O)C(OC(=O)C3=CC(O)=C(O)C(O)=C3)=C2)C(OC(=O)C2=CC(O)=C(O)C(OC(=O)C3=CC(O)=C(O)C(O)=C3)=C2)C(OC(=O)C2=CC(O)=C(O)C(OC(=O)C3=CC(O)=C(O)C(O)=C3)=C2)C1OC(=O)C1=CC(O)=C(O)C(OC(=O)C2=CC(O)=C(O)C(O)=C2)=C1
FOOD00026 _ FDB001224 _ L-Ascorbic acid,[H][C@@]1(OC(=O)C(O)=C1O)[C@@H](O)CO
FOOD00026 _ FDB001613 _ Allantoin,NC(=O)NC1NC(=O)NC1=O
FOOD00026 _ FDB002427 _ Rosmarinic acid,[H]\C(=C(\[H])C1=CC(O)=C(O)C=C1)C(=O)OC(CC1=CC(O)=C(O)C=C1)C(O)=O
FOOD00026 _ FDB002943 _ Gamolenic acid,CCCCC\C=C/C\C=C\C\C=C/CCCCC(O)=O
FOOD00026 _ FDB003513 _ Calcium,[Ca++]
FOOD00026 _ FDB003520 _ Phosphorus,P
FOOD00026 _ FDB003521 _ Potassium,[K+]
FOOD00026 _ FDB003523 _ Sodium,[Na]
FOOD00026 _ FDB004245 _ Silicic acid,O[Si](O)(O)O
FOOD00026 _ FDB004285 _ Amabiline,[H][C@@]12CCCN1CC=C2COC(=O)[C@](O)(C(C)C)[C@H](C)O
FOOD00026 _ FDB012160 _ Riboflavine,CC1=C(C)C=C2N(C[C@H](O)[C@H](O)[C@H](O)CO)C3=NC(=O)NC(=O)C3=NC2=C1
"FOOD00026 _ FDB012760 _ (Z,Z)-9,12-Octadecadienoic acid",[H]\C(CCCCC)=C(/[H])C\C([H])=C(/[H])CCCCCCCC(O)=O
FOOD00026 _ FDB012858 _ Oleic acid,CCCCCCCC\C=C\CCCCCCCC(O)=O
FOOD00026 _ FDB014613 _ beta-Carotene,C\C(\C=C\C=C(/C)\C=C\C1=C(C)CCCC1(C)C)=C/C=C/C=C(\C)/C=C/C=C(\C)/C=C/C1=C(C)CCCC1(C)C
FOOD00026 _ FDB016251 _ Iron,[Fe]
FOOD00027 _ FDB003513 _ Calcium,[Ca++]
FOOD00027 _ FDB003582 _ Copper,[Cu]
FOOD00027 _ FDB003729 _ Zinc,[Zn]
FOOD00027 _ FDB016251 _ Iron,[Fe]
FOOD00033 _ FDB000474 _ L-Lysine,NCCCC[C@H](N)C(O)=O
FOOD00033 _ FDB000574 _ Pyridoxine,CC1=C(O)C(CO)=C(CO)C=N1
FOOD00033 _ FDB000633 _ Kaempferol,OC1=CC=C(C=C1)C1=C(O)C(=O)C2=C(O1)C=C(O)C=C2O
FOOD00033 _ FDB000765 _ Hexane,CCCCCC
FOOD00033 _ FDB000857 _ 2-Methoxy-4-vinylphenol,COC1=CC(C=C)=CC=C1O
FOOD00033 _ FDB001014 _ Nicotinic acid,OC(=O)C1=CN=CC=C1
FOOD00033 _ FDB001224 _ L-Ascorbic acid,[H][C@@]1(OC(=O)C(O)=C1O)[C@@H](O)CO
FOOD00033 _ FDB001365 _ 1H-Indole-3-acetonitrile,N#CCC1=CNC2=C1C=CC=C2
FOOD00033 _ FDB001946 _ L-Leucine,CC(C)CC(N)C(O)=O
FOOD00033 _ FDB002250 _ L-Tryptophan,N[C@@H](CC1=CNC2=C1C=CC=C2)C(O)=O
FOOD00033 _ FDB002257 _ Arginine,N[C@@H](CCCNC(N)=N)C(O)=O
FOOD00033 _ FDB003051 _ Cetyl alcohol,CCCCCCCCCCCCCCCCO
FOOD00033 _ FDB003285 _ 3-Methylbutanal,CC(C)CC=O
FOOD00033 _ FDB003491 _ Dimethyl disulfide,CSSC
FOOD00033 _ FDB003513 _ Calcium,[Ca++]
FOOD00033 _ FDB003520 _ Phosphorus,P
FOOD00033 _ FDB003521 _ Potassium,[K+]
FOOD00033 _ FDB003523 _ Sodium,[Na]
FOOD00033 _ FDB003591 _ Dimethyl sulfide,CSC
FOOD00033 _ FDB008068 _ Hexanal,CCCCCC=O
FOOD00033 _ FDB008090 _ (E)-2-Hexen-1-ol,CCC\C=C\CO
FOOD00033 _ FDB008091 _ (Z)-3-Hexen-1-ol,CC\C=C/CCO
FOOD00033 _ FDB008230 _ 1-Pentanol,CCCCCO
FOOD00033 _ FDB008322 _ Pantothenic acid,CC(C)(CO)C(O)C(=O)NCCC(O)=O
FOOD00033 _ FDB011856 _ L-Histidine,NC(CC1=CN=CN1)C(O)=O
FOOD00033 _ FDB011904 _ Quercetin,OC1=CC2=C(C(O)=C1)C(=O)C(O)=C(O2)C1=CC=C(O)C(O)=C1
"FOOD00033 _ FDB011930 _ 2,3-Butanedione",CC(=O)C(C)=O
FOOD00033 _ FDB011999 _ L-Threonine,C[C@@H](O)[C@H](N)C(O)=O
FOOD00033 _ FDB012008 _ Indole,C1C=NC2=C1C=CC=C2.N1C=CC2=C1C=CC=C2
FOOD00033 _ FDB012160 _ Riboflavine,CC1=C(C)C=C2N(C[C@H](O)[C@H](O)[C@H](O)CO)C3=NC(=O)NC(=O)C3=NC2=C1
FOOD00033 _ FDB012397 _ L-Isoleucine,CCC(C)C(N)C(O)=O
FOOD00033 _ FDB012454 _ Toluene,CC1=CC=CC=C1
FOOD00033 _ FDB012462 _ alpha-Linolenic acid,CC\C=C/C\C=C/C\C=C/CCCCCCCC(O)=O
FOOD00033 _ FDB012563 _ L-Cystine,NC(CSSCC(N)C(O)=O)C(O)=O
FOOD00033 _ FDB012683 _ L-Methionine,CSCC[C@H](N)C(O)=O
"FOOD00033 _ FDB012760 _ (Z,Z)-9,12-Octadecadienoic acid",[H]\C(CCCCC)=C(/[H])C\C([H])=C(/[H])CCCCCCCC(O)=O
FOOD00033 _ FDB012858 _ Oleic acid,CCCCCCCC\C=C\CCCCCCCC(O)=O
FOOD00033 _ FDB014613 _ beta-Carotene,C\C(\C=C\C=C(/C)\C=C\C1=C(C)CCCC1(C)C)=C/C=C/C=C(\C)/C=C/C=C(\C)/C=C/C1=C(C)CCCC1(C)C
FOOD00033 _ FDB014661 _ Benzaldehyde,O=CC1=CC=CC=C1
FOOD00033 _ FDB014733 _ Pyridine,C1=CC=NC=C1
FOOD00033 _ FDB014940 _ Linalool,CC(C)=CCCC(C)(O)C=C
FOOD00033 _ FDB016251 _ Iron,[Fe]
FOOD00035 _ FDB000565 _ alpha-Tocopherol,CC(C)CCC[C@@H](C)CCC[C@@H](C)CCC[C@]1(C)CCC2=C(O1)C(C)=C(C)C(O)=C2C
FOOD00035 _ FDB002431 _ gamma-Tocopherol,CC(C)CCCC(C)CCCC(C)CCCC1(C)CCC2=CC(O)=C(C)C(C)=C2O1
FOOD00035 _ FDB003516 _ Chromium,[Cr]
FOOD00035 _ FDB003581 _ Cobalt,[Co]
FOOD00035 _ FDB003582 _ Copper,[Cu]
FOOD00035 _ FDB003636 _ Manganese,[Mn]
FOOD00035 _ FDB003729 _ Zinc,[Zn]
FOOD00035 _ FDB013444 _ Nickel,[Ni]
FOOD00035 _ FDB016251 _ Iron,[Fe]
FOOD00037 _ FDB000446 _ L-Tyrosine,NC(CC1=CC=C(O)C=C1)C(O)=O
FOOD00037 _ FDB000474 _ L-Lysine,NCCCC[C@H](N)C(O)=O
FOOD00037 _ FDB000484 _ Glycine,NCC(O)=O
FOOD00037 _ FDB000556 _ L-Alanine,C[C@H](N)C(O)=O
FOOD00037 _ FDB000574 _ Pyridoxine,CC1=C(O)C(CO)=C(CO)C=N1
FOOD00037 _ FDB001014 _ Nicotinic acid,OC(=O)C1=CN=CC=C1
FOOD00037 _ FDB001224 _ L-Ascorbic acid,[H][C@@]1(OC(=O)C(O)=C1O)[C@@H](O)CO
FOOD00037 _ FDB001946 _ L-Leucine,CC(C)CC(N)C(O)=O
FOOD00037 _ FDB002250 _ L-Tryptophan,N[C@@H](CC1=CNC2=C1C=CC=C2)C(O)=O
FOOD00037 _ FDB002257 _ Arginine,N[C@@H](CCCNC(N)=N)C(O)=O
FOOD00037 _ FDB003513 _ Calcium,[Ca++]
FOOD00037 _ FDB003520 _ Phosphorus,P
FOOD00037 _ FDB003521 _ Potassium,[K+]
FOOD00037 _ FDB003523 _ Sodium,[Na]
FOOD00037 _ FDB003582 _ Copper,[Cu]
FOOD00037 _ FDB003636 _ Manganese,[Mn]
FOOD00037 _ FDB003729 _ Zinc,[Zn]
FOOD00037 _ FDB008322 _ Pantothenic acid,CC(C)(CO)C(O)C(=O)NCCC(O)=O
FOOD00037 _ FDB011856 _ L-Histidine,NC(CC1=CN=CN1)C(O)=O
FOOD00037 _ FDB011999 _ L-Threonine,C[C@@H](O)[C@H](N)C(O)=O
FOOD00037 _ FDB012160 _ Riboflavine,CC1=C(C)C=C2N(C[C@H](O)[C@H](O)[C@H](O)CO)C3=NC(=O)NC(=O)C3=NC2=C1
FOOD00037 _ FDB012397 _ L-Isoleucine,CCC(C)C(N)C(O)=O
FOOD00037 _ FDB012462 _ alpha-Linolenic acid,CC\C=C/C\C=C/C\C=C/CCCCCCCC(O)=O
FOOD00037 _ FDB012535 _ L-Glutamic acid,N[C@@H](CCC(O)=O)C(O)=O
FOOD00037 _ FDB012563 _ L-Cystine,NC(CSSCC(N)C(O)=O)C(O)=O
FOOD00037 _ FDB012567 _ L-Aspartic acid,N[C@@H](CC(O)=O)C(O)=O
FOOD00037 _ FDB012683 _ L-Methionine,CSCC[C@H](N)C(O)=O
FOOD00037 _ FDB012739 _ L-Serine,NC(CO)C(O)=O
"FOOD00037 _ FDB012760 _ (Z,Z)-9,12-Octadecadienoic acid",[H]\C(CCCCC)=C(/[H])C\C([H])=C(/[H])CCCCCCCC(O)=O
FOOD00037 _ FDB012858 _ Oleic acid,CCCCCCCC\C=C\CCCCCCCC(O)=O
FOOD00037 _ FDB014613 _ beta-Carotene,C\C(\C=C\C=C(/C)\C=C\C1=C(C)CCCC1(C)C)=C/C=C/C=C(\C)/C=C/C=C(\C)/C=C/C1=C(C)CCCC1(C)C
FOOD00037 _ FDB016251 _ Iron,[Fe]
FOOD00038 _ FDB000453 _ Theophylline,CN1C2=C(NC=N2)C(=O)N(C)C1=O
FOOD00038 _ FDB001014 _ Nicotinic acid,OC(=O)C1=CN=CC=C1
FOOD00038 _ FDB001111 _ Chinese tannin,OC1=CC(=CC(O)=C1O)C(=O)OC1=CC(=CC(O)=C1O)C(=O)OCC1OC(OC(=O)C2=CC(O)=C(O)C(OC(=O)C3=CC(O)=C(O)C(O)=C3)=C2)C(OC(=O)C2=CC(O)=C(O)C(OC(=O)C3=CC(O)=C(O)C(O)=C3)=C2)C(OC(=O)C2=CC(O)=C(O)C(OC(=O)C3=CC(O)=C(O)C(O)=C3)=C2)C1OC(=O)C1=CC(O)=C(O)C(OC(=O)C2=CC(O)=C(O)C(O)=C2)=C1
FOOD00038 _ FDB001128 _ Starch,OCC1OC(O)C(O)C(O)C1O
FOOD00038 _ FDB002536 _ Quercetin 3-rutinoside,C[C@@H]1O[C@@H](OC[C@H]2O[C@@H](OC3=C(OC4=CC(O)=CC(O)=C4C3=O)C3=CC(O)=C(O)C=C3)[C@H](O)[C@@H](O)[C@@H]2O)[C@H](O)[C@H](O)[C@H]1O
FOOD00038 _ FDB002778 _ (-)-Epiafzelechin,O[C@@H]1CC2=C(O[C@@H]1C1=CC=C(O)C=C1)C=C(O)C=C2O
FOOD00038 _ FDB003303 _ Nonanal,CCCCCCCCC=O
FOOD00038 _ FDB003513 _ Calcium,[Ca++]
FOOD00038 _ FDB003520 _ Phosphorus,P
FOOD00038 _ FDB003521 _ Potassium,[K+]
FOOD00038 _ FDB003523 _ Sodium,[Na]
FOOD00038 _ FDB003570 _ Aluminum,[AlH3]
FOOD00038 _ FDB003582 _ Copper,[Cu]
FOOD00038 _ FDB003636 _ Manganese,[Mn]
FOOD00038 _ FDB003717 _ Sulfur,[S]
FOOD00038 _ FDB003729 _ Zinc,[Zn]
FOOD00038 _ FDB003908 _ Ammonia,N
FOOD00038 _ FDB003958 _ Methylamine,CN
FOOD00038 _ FDB008068 _ Hexanal,CCCCCC=O
FOOD00038 _ FDB008230 _ 1-Pentanol,CCCCCO
FOOD00038 _ FDB012160 _ Riboflavine,CC1=C(C)C=C2N(C[C@H](O)[C@H](O)[C@H](O)CO)C3=NC(=O)NC(=O)C3=NC2=C1
FOOD00038 _ FDB012511 _ Theaflavin,OC1CC2=C(O)C=C(O)C=C2OC1C1=CC(O)=C(O)C2=C1C=C(C=C(O)C2=O)C1OC2=CC(O)=CC(O)=C2CC1O
FOOD00038 _ FDB012738 _ L-Theanine,CCN=C(O)CCC(N)C(O)=O
FOOD00038 _ FDB013505 _ Taraxerol,CC1(C)CCC2(C)CC=C3C4(C)CCC5C(C)(C)C(O)CCC5(C)C4CCC3(C)C2C1
FOOD00038 _ FDB013792 _ Geraniol,CC(C)=CCC\C(C)=C\CO
FOOD00038 _ FDB014294 _ (Z)-3-Methyl-2-(2-pentenyl)-2-cyclopenten-1-one,CC\C=C/CC1=C(C)CCC1=O
FOOD00038 _ FDB014378 _ Nerolidol,CC(C)=CCCC(C)=CCCC(C)(O)C=C
FOOD00038 _ FDB014484 _ alpha-Ionone,CC(=O)\C=C\C1C(C)=CCCC1(C)C
FOOD00038 _ FDB014613 _ beta-Carotene,C\C(\C=C\C=C(/C)\C=C\C1=C(C)CCCC1(C)C)=C/C=C/C=C(\C)/C=C/C=C(\C)/C=C/C1=C(C)CCCC1(C)C
FOOD00038 _ FDB015469 _ beta-Ionone,CC(=O)\C=C\C1=C(C)CCCC1(C)C
FOOD00038 _ FDB016251 _ Iron,[Fe]
FOOD00038 _ FDB017114 _ Epicatechin 3-gallate,OC1=CC(O)=C2C[C@@H](OC(=O)C3=CC(O)=C(O)C(O)=C3)[C@H](OC2=C1)C1=CC=C(O)C(O)=C1
FOOD00038 _ FDB017700 _ Epigallocatechin,O[C@@H]1CC2=C(O[C@@H]1C1=CC(O)=C(O)C(O)=C1)C=C(O)C=C2O
FOOD00038 _ FDB018806 _ Strictinin,OC1C(O)C2OC(=O)C3=CC(O)=C(O)C(O)=C3C3=C(C=C(O)C(O)=C3O)C(=O)OCC2OC1OC(=O)C1=CC(O)=C(O)C(O)=C1
FOOD00038 _ FDB021453 _ Pectic acid,O[C@H]1O[C@@H]([C@H](O[C@H]2O[C@@H]([C@H](O[C@H]3O[C@@H]([C@H](O)[C@H](O)[C@H]3O)C(O)=O)[C@H](O)[C@H]2O)C(O)=O)[C@H](O)[C@H]1O)C(O)=O
FOOD00039 _ FDB000463 _ L-Stachydrine,C[N+]1(C)CCC[C@H]1C([O-])=O
FOOD00039 _ FDB000710 _ Choline,C[N+](C)(C)CCO
FOOD00039 _ FDB001224 _ L-Ascorbic acid,[H][C@@]1(OC(=O)C(O)=C1O)[C@@H](O)CO
FOOD00039 _ FDB012160 _ Riboflavine,CC1=C(C)C=C2N(C[C@H](O)[C@H](O)[C@H](O)CO)C3=NC(=O)NC(=O)C3=NC2=C1
"FOOD00039 _ FDB012760 _ (Z,Z)-9,12-Octadecadienoic acid",[H]\C(CCCCC)=C(/[H])C\C([H])=C(/[H])CCCCCCCC(O)=O
FOOD00039 _ FDB012858 _ Oleic acid,CCCCCCCC\C=C\CCCCCCCC(O)=O
FOOD00040 _ FDB000446 _ L-Tyrosine,NC(CC1=CC=C(O)C=C1)C(O)=O
FOOD00040 _ FDB000474 _ L-Lysine,NCCCC[C@H](N)C(O)=O
FOOD00040 _ FDB000484 _ Glycine,NCC(O)=O
FOOD00040 _ FDB000556 _ L-Alanine,C[C@H](N)C(O)=O
FOOD00040 _ FDB000565 _ alpha-Tocopherol,CC(C)CCC[C@@H](C)CCC[C@@H](C)CCC[C@]1(C)CCC2=C(O1)C(C)=C(C)C(O)=C2C
FOOD00040 _ FDB000574 _ Pyridoxine,CC1=C(O)C(CO)=C(CO)C=N1
FOOD00040 _ FDB000710 _ Choline,C[N+](C)(C)CCO
FOOD00040 _ FDB001014 _ Nicotinic acid,OC(=O)C1=CN=CC=C1
FOOD00040 _ FDB001156 _ Capsianoside C,CC1OC(OCC2OC(OC3C(O)C(C)OC(OC\C(C)=C/CC\C(C)=C\CC\C(C)=C\CCC(C)(OC4OC(CO)C(O)C(O)C4OC4OC(CO)C(O)C(O)C4O)C=C)C3O)C(O)C(O)C2O)C(OC(=O)C(\C)=C\C(O)C\C(C)=C\CC\C(C)=C\CCC(C)(OC2OC(CO)C(O)C(O)C2OC2OC(CO)C(O)C(O)C2O)C=C)C(O)C1O
FOOD00040 _ FDB001224 _ L-Ascorbic acid,[H][C@@]1(OC(=O)C(O)=C1O)[C@@H](O)CO
FOOD00040 _ FDB001946 _ L-Leucine,CC(C)CC(N)C(O)=O
FOOD00040 _ FDB002237 _ Trigonelline,C[N+]1=CC=CC(=C1)C([O-])=O
FOOD00040 _ FDB002250 _ L-Tryptophan,N[C@@H](CC1=CNC2=C1C=CC=C2)C(O)=O
FOOD00040 _ FDB002257 _ Arginine,N[C@@H](CCCNC(N)=N)C(O)=O
FOOD00040 _ FDB002558 _ Caffeic acid,OC(=O)\C=C\C1=CC(O)=C(O)C=C1
FOOD00040 _ FDB002593 _ p-Coumaric acid,OC(=O)\C=C\C1=CC=C(O)C=C1
FOOD00040 _ FDB002663 _ Capsianoside I,C\C(CC\C=C(/C)CC(O)\C=C(/C)C(O)=O)=C/CCC(C)(OC1OC(CO)C(O)C(O)C1OC1OC(CO)C(O)C(O)C1O)C=C
FOOD00040 _ FDB002665 _ Capsianoside D,C[C@@H]1O[C@@H](OC\C(C)=C/CC\C(C)=C\CC\C(C)=C\CC[C@](C)(O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)C=C)[C@H](O)[C@H](O[C@@H]2O[C@H](CO[C@H]3O[C@@H](C)[C@H](O)[C@@H](OC(=O)C(\C)=C\[C@H](O)C\C(C)=C\CC\C(C)=C\CC[C@](C)(O[C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O[C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O)C=C)[C@H]3O)[C@@H](O)[C@H](O)[C@H]2O)[C@H]1O
FOOD00040 _ FDB003513 _ Calcium,[Ca++]
